dataset,MAE_mean,MAE_ci,MSE_mean,MSE_ci,RMSE_mean,RMSE_ci,R2_mean,R2_ci,MAPE_mean,MAPE_ci,model
raw_descs_and_ratios.csv,0.529840407424115,0.0082492177949228,0.4838245796128474,0.0171992112842612,0.6954603323222037,0.0123769685417603,0.8351407837869733,0.007698395740422,6.299665065202804,0.0998816384527293,lasso_regression
raw_descs_and_interactions.csv,0.6133866647687263,0.0101008087093503,0.6390554638751651,0.0294331764081557,0.799188080701672,0.0184353483334849,0.7821076208192779,0.014308444929991,7.450175170524055,0.0849292368719303,lasso_regression
transforms_and_interactions.csv,0.6133866647687263,0.0101008087093503,0.6390554638751651,0.0294331764081557,0.799188080701672,0.0184353483334849,0.7821076208192779,0.014308444929991,7.450175170524055,0.0849292368719303,lasso_regression
transforms_and_ratios.csv,0.5262868386870967,0.0082899934692114,0.4786468223529782,0.0134337048431819,0.6917721852623429,0.0097047738122795,0.8369504922846837,0.005688510827291,6.266655804279509,0.1257773899013774,lasso_regression
raw_descs_and_transforms.csv,0.7248854066020677,0.0085430941986584,0.8619051139535376,0.0265491662360951,0.9282754388302864,0.0141955839156112,0.7063945420257728,0.0110060447572427,8.670623577521335,0.085610200155941,lasso_regression
ratios_only.csv,0.5245843858284458,0.00810990802923,0.4746755802459927,0.0146324998116539,0.688881860068008,0.0106167573143058,0.838276226452549,0.00662763980132,6.255934840899468,0.0980398706118853,lasso_regression
interactions_only.csv,0.6133866647687263,0.0101008087093503,0.6390554638751651,0.0294331764081557,0.799188080701672,0.0184353483334849,0.7821076208192779,0.014308444929991,7.450175170524055,0.0849292368719303,lasso_regression
transformations_only.csv,0.7161708873621287,0.0102095321922936,0.8467489725662414,0.0303129207547085,0.9200386733791728,0.0163343409918301,0.7115497163220554,0.0121784712589206,8.554578166282731,0.1241574681740419,lasso_regression
all_4_combined.csv,0.5141945686820283,0.0049410575522547,0.4592853665976812,0.00526018158926,0.6776944001143371,0.0038789498522807,0.8435525799831531,0.0034931692096565,6.105294672314154,0.0890305448842039,lasso_regression
interactions_and_ratios.csv,0.5148853556905173,0.0048344695860375,0.4593767378331383,0.0047290552665639,0.6777640205370007,0.0034883455722628,0.8435139092721103,0.0037203069495524,6.108036827997988,0.0912506874819212,lasso_regression
descriptors_only.csv,0.5381875410969645,0.0058570505663153,0.501473702380893,0.0131705016677715,0.7080844897231744,0.0093000809516845,0.8292045708371703,0.0048074190696402,6.321110453987827,0.0956354372810008,support_vector_regression
raw_descs_and_ratios.csv,0.4638199224496634,0.0091137613593347,0.3935757323992987,0.0174860697705123,0.6271937801592888,0.0139867160355816,0.8658479251881331,0.00792166289011,5.511963322142298,0.1127614426705724,support_vector_regression
raw_descs_and_interactions.csv,0.4737680511594729,0.0073709494949367,0.3948734161243669,0.014924179904365,0.628272456843207,0.0118873675447332,0.8654396823348269,0.0067158680563863,5.638745170899972,0.0997549750670374,support_vector_regression
