SMILES,PredictionsNuclear Response_NR-AR,Probability_Nuclear Response_NR-AR,Interpretation_Nuclear Response_NR-AR,PredictionsNuclear Response_NR-AR-LBD,Probability_Nuclear Response_NR-AR-LBD,Interpretation_Nuclear Response_NR-AR-LBD,PredictionsNuclear Response_NR-AhR,Probability_Nuclear Response_NR-AhR,Interpretation_Nuclear Response_NR-AhR,PredictionsNuclear Response_NR-Aromatase,Probability_Nuclear Response_NR-Aromatase,Interpretation_Nuclear Response_NR-Aromatase,PredictionsNuclear Response_NR-ER,Probability_Nuclear Response_NR-ER,Interpretation_Nuclear Response_NR-ER,PredictionsNuclear Response_NR-ER-LBD,Probability_Nuclear Response_NR-ER-LBD,Interpretation_Nuclear Response_NR-ER-LBD,PredictionsNuclear Response_NR-PPAR-gamma,Probability_Nuclear Response_NR-PPAR-gamma,Interpretation_Nuclear Response_NR-PPAR-gamma,PredictionsNuclear Response_NR-GR,Probability_Nuclear Response_NR-GR,Interpretation_Nuclear Response_NR-GR,PredictionsNuclear Response_NR-TR,Probability_Nuclear Response_NR-TR,Interpretation_Nuclear Response_NR-TR,PredictionsStress Response_SR-ARE,Probability_Stress Response_SR-ARE,Interpretation_Stress Response_SR-ARE,PredictionsStress Response_SR-ATAD5,Probability_Stress Response_SR-ATAD5,Interpretation_Stress Response_SR-ATAD5,PredictionsStress Response_SR-HSE,Probability_Stress Response_SR-HSE,Interpretation_Stress Response_SR-HSE,PredictionsStress Response_SR-MMP,Probability_Stress Response_SR-MMP,Interpretation_Stress Response_SR-MMP,PredictionsStress Response_SR-p53,Probability_Stress Response_SR-p53,Interpretation_Stress Response_SR-p53,PredictionsGenomic_AMES_Mutagenesis,Probability_Genomic_AMES_Mutagenesis,Interpretation_Genomic_AMES_Mutagenesis,PredictionsGenomic_Carcinogenesis,Probability_Genomic_Carcinogenesis,Interpretation_Genomic_Carcinogenesis,PredictionsGenomic_Micronucleus,Probability_Genomic_Micronucleus,Interpretation_Genomic_Micronucleus,PredictionsEnvironmental_Fathead_Minnow,Probability_Environmental_Fathead_Minnow,Interpretation_Environmental_Fathead_Minnow,PredictionsEnvironmental_T._Pyriformis,Probability_Environmental_T._Pyriformis,Interpretation_Environmental_T._Pyriformis,PredictionsEnvironmental_Honey_Bee,Probability_Environmental_Honey_Bee,Interpretation_Environmental_Honey_Bee,PredictionsEnvironmental_Biodegradation,Probability_Environmental_Biodegradation,Interpretation_Environmental_Biodegradation,PredictionsEnvironmental_Crustacean,Probability_Environmental_Crustacean,Interpretation_Environmental_Crustacean,PredictionsEnvironmental_Avian,Probability_Environmental_Avian,Interpretation_Environmental_Avian,PredictionsEnvironmental_Fathead_Minnow_(Regression),Probability_Environmental_Fathead_Minnow_(Regression),Interpretation_Environmental_Fathead_Minnow_(Regression),PredictionsEnvironmental_T._Pyriformis_(Regression),Probability_Environmental_T._Pyriformis_(Regression),Interpretation_Environmental_T._Pyriformis_(Regression),PredictionsEnvironmental_Rat_(Acute),Probability_Environmental_Rat_(Acute),Interpretation_Environmental_Rat_(Acute),PredictionsEnvironmental_Rat_(Chronic_Oral),Probability_Environmental_Rat_(Chronic_Oral),Interpretation_Environmental_Rat_(Chronic_Oral),PredictionsDose Response_Maximum_Tolerated_Dose,Probability_Dose Response_Maximum_Tolerated_Dose,Interpretation_Dose Response_Maximum_Tolerated_Dose,PredictionsOrganic_Skin_Sensitisation,Probability_Organic_Skin_Sensitisation,Interpretation_Organic_Skin_Sensitisation,PredictionsOrganic_hERG_I_Inhibitor,Probability_Organic_hERG_I_Inhibitor,Interpretation_Organic_hERG_I_Inhibitor,PredictionsOrganic_hERG_II_Inhibitor,Probability_Organic_hERG_II_Inhibitor,Interpretation_Organic_hERG_II_Inhibitor,PredictionsOrganic_Liver_Injury_I,Probability_Organic_Liver_Injury_I,Interpretation_Organic_Liver_Injury_I,PredictionsOrganic_Liver_Injury_II,Probability_Organic_Liver_Injury_II,Interpretation_Organic_Liver_Injury_II,PredictionsOrganic_Eye_Irritation,Probability_Organic_Eye_Irritation,Interpretation_Organic_Eye_Irritation,PredictionsOrganic_Eye_Corrosion,Probability_Organic_Eye_Corrosion,Interpretation_Organic_Eye_Corrosion,PredictionsOrganic_Respiratory_Disease,Probability_Organic_Respiratory_Disease,Interpretation_Organic_Respiratory_Disease
Cc1cc(O)c2c(c1)CC(O)C1=C2C(=O)c2c(O)ccc(OC3CC(O)C(OC4CC(OC5CCC(OC6CC(O)C(OC7CC(O)C(O)C(C)O7)C(C)O6)C(C)O5)C(O)C(C)O4)C(C)O3)c2C1=O,Safe,0.040,High Safety,Safe,0.080,High Safety,Safe,0.000,High Safety,Safe,0.060,High Safety,Safe,0.310,Medium Safety,Safe,0.230,Medium Safety,Safe,0.020,High Safety,Toxic,0.530,Low Toxicity,Safe,0.160,High Safety,Safe,0.440,Low Safety,Safe,0.190,Medium Safety,Safe,0.140,High Safety,Safe,0.410,Low Safety,Toxic,0.540,Low Toxicity,Toxic,0.560,Low Toxicity,Safe,0.120,High Safety,Toxic,0.500,Low Toxicity,Toxic,0.920,High Toxicity,Toxic,0.940,High Toxicity,Toxic,0.720,Medium Toxicity,Safe,0.030,High Safety,Safe,0.440,Low Safety,Safe,0.010,High Safety,0.970,-,None,0.970,-,None,3.730,-,None,2.770,-,None,-0.060,-,None,Safe,0.340,Low Safety,Safe,0.120,High Safety,Toxic,0.600,Low Toxicity,Safe,0.090,High Safety,Safe,0.360,Low Safety,Safe,0.010,High Safety,Safe,0.000,High Safety,Toxic,0.610,Low Toxicity
CC1CCC2(OC1)OC1CC3C4CCC5CC(OC6OC(CO)C(OC7OC(CO)C(O)C(O)C7O)C(O)C6O)C(O)CC5(C)C4CCC3(C)C1C2C,Safe,0.010,High Safety,Safe,0.060,High Safety,Safe,0.000,High Safety,Safe,0.000,High Safety,Safe,0.270,Medium Safety,Safe,0.150,High Safety,Safe,0.010,High Safety,Safe,0.230,Medium Safety,Safe,0.040,High Safety,Safe,0.170,Medium Safety,Safe,0.070,High Safety,Safe,0.020,High Safety,Safe,0.090,High Safety,Safe,0.070,High Safety,Safe,0.220,Medium Safety,Safe,0.150,High Safety,Safe,0.490,Low Safety,Safe,0.420,Low Safety,Toxic,0.740,Medium Toxicity,Safe,0.310,Medium Safety,Safe,0.070,High Safety,Safe,0.230,Medium Safety,Safe,0.000,High Safety,1.840,-,None,-0.640,-,None,3.080,-,None,3.010,-,None,-0.990,-,None,Safe,0.470,Low Safety,Safe,0.040,High Safety,Safe,0.460,Low Safety,Safe,0.100,High Safety,Toxic,0.710,Medium Toxicity,Safe,0.190,Medium Safety,Safe,0.020,High Safety,Toxic,0.570,Low Toxicity
CC1CCC2(OC1)OC1CC3C4CCC5CC(OC6OC(CO)C(OC7OC(CO)C(O)C(O)C7O)C(O)C6O)C(O)CC5(C)C4CCC3(C)C1C2C,Safe,0.010,High Safety,Safe,0.060,High Safety,Safe,0.000,High Safety,Safe,0.000,High Safety,Safe,0.270,Medium Safety,Safe,0.150,High Safety,Safe,0.010,High Safety,Safe,0.230,Medium Safety,Safe,0.040,High Safety,Safe,0.170,Medium Safety,Safe,0.070,High Safety,Safe,0.020,High Safety,Safe,0.090,High Safety,Safe,0.070,High Safety,Safe,0.220,Medium Safety,Safe,0.150,High Safety,Safe,0.490,Low Safety,Safe,0.420,Low Safety,Toxic,0.740,Medium Toxicity,Safe,0.310,Medium Safety,Safe,0.070,High Safety,Safe,0.230,Medium Safety,Safe,0.000,High Safety,1.840,-,None,-0.640,-,None,3.080,-,None,3.010,-,None,-0.990,-,None,Safe,0.470,Low Safety,Safe,0.040,High Safety,Safe,0.460,Low Safety,Safe,0.100,High Safety,Toxic,0.710,Medium Toxicity,Safe,0.190,Medium Safety,Safe,0.020,High Safety,Toxic,0.570,Low Toxicity
CC1CCC2(OC1)OC1CC3C4CCC5CC(OC6OC(CO)C(OC7OC(CO)C(O)C(O)C7O)C(O)C6O)C(O)CC5(C)C4CCC3(C)C1C2C,Safe,0.010,High Safety,Safe,0.060,High Safety,Safe,0.000,High Safety,Safe,0.000,High Safety,Safe,0.270,Medium Safety,Safe,0.150,High Safety,Safe,0.010,High Safety,Safe,0.230,Medium Safety,Safe,0.040,High Safety,Safe,0.170,Medium Safety,Safe,0.070,High Safety,Safe,0.020,High Safety,Safe,0.090,High Safety,Safe,0.070,High Safety,Safe,0.220,Medium Safety,Safe,0.150,High Safety,Safe,0.490,Low Safety,Safe,0.420,Low Safety,Toxic,0.740,Medium Toxicity,Safe,0.310,Medium Safety,Safe,0.070,High Safety,Safe,0.230,Medium Safety,Safe,0.000,High Safety,1.840,-,None,-0.640,-,None,3.080,-,None,3.010,-,None,-0.990,-,None,Safe,0.470,Low Safety,Safe,0.040,High Safety,Safe,0.460,Low Safety,Safe,0.100,High Safety,Toxic,0.710,Medium Toxicity,Safe,0.190,Medium Safety,Safe,0.020,High Safety,Toxic,0.570,Low Toxicity
CC(C)C1(O)C2OC(=O)C(C3CCC4C5=CCC6CC(OC7OC(CO)C(O)C(O)C7O)CCC6(C)C5=CCC43C)C2OC1(C)O,Safe,0.090,High Safety,Safe,0.170,Medium Safety,Safe,0.000,High Safety,Safe,0.120,High Safety,Safe,0.220,Medium Safety,Safe,0.110,High Safety,Safe,0.020,High Safety,Safe,0.190,Medium Safety,Safe,0.120,High Safety,Safe,0.400,Low Safety,Safe,0.020,High Safety,Safe,0.170,Medium Safety,Safe,0.150,High Safety,Safe,0.070,High Safety,Safe,0.120,High Safety,Safe,0.100,High Safety,Toxic,0.500,Low Toxicity,Toxic,0.660,Low Toxicity,Toxic,0.810,Medium Toxicity,Toxic,0.860,High Toxicity,Safe,0.130,High Safety,Safe,0.480,Low Safety,Safe,0.000,High Safety,1.380,-,None,0.320,-,None,3.470,-,None,2.680,-,None,-1.110,-,None,Safe,0.350,Low Safety,Safe,0.040,High Safety,Safe,0.270,Medium Safety,Safe,0.320,Medium Safety,Safe,0.370,Low Safety,Safe,0.000,High Safety,Safe,0.010,High Safety,Toxic,0.830,Medium Toxicity
CC1CCC2(C(=O)OC3OC(COC4OC(CO)C(OC5OC(C)C(O)C(O)C5O)C(O)C4O)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CC(O)C(O)C(C)(CO)C5CCC43C)C2C1C,Safe,0.040,High Safety,Safe,0.120,High Safety,Safe,0.000,High Safety,Safe,0.140,High Safety,Safe,0.190,Medium Safety,Safe,0.150,High Safety,Safe,0.010,High Safety,Safe,0.180,Medium Safety,Safe,0.080,High Safety,Safe,0.320,Medium Safety,Safe,0.020,High Safety,Safe,0.100,High Safety,Safe,0.130,High Safety,Safe,0.300,Medium Safety,Safe,0.000,High Safety,Safe,0.100,High Safety,Toxic,0.500,Low Toxicity,Toxic,0.530,Low Toxicity,Toxic,0.650,Low Toxicity,Toxic,0.860,High Toxicity,Safe,0.250,Medium Safety,Safe,0.310,Medium Safety,Safe,0.000,High Safety,1.410,-,None,-0.470,-,None,4.210,-,None,2.790,-,None,-1.480,-,None,Safe,0.310,Medium Safety,Safe,0.050,High Safety,Safe,0.390,Low Safety,Safe,0.120,High Safety,Safe,0.450,Low Safety,Safe,0.000,High Safety,Safe,0.010,High Safety,Toxic,0.700,Medium Toxicity
CC1CCC2(C(=O)OC3OC(COC4OC(CO)C(OC5OC(C)C(O)C(O)C5O)C(O)C4O)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CC(O)C(O)C(C)(CO)C5CCC43C)C2C1C,Safe,0.040,High Safety,Safe,0.120,High Safety,Safe,0.000,High Safety,Safe,0.140,High Safety,Safe,0.190,Medium Safety,Safe,0.150,High Safety,Safe,0.010,High Safety,Safe,0.180,Medium Safety,Safe,0.080,High Safety,Safe,0.320,Medium Safety,Safe,0.020,High Safety,Safe,0.100,High Safety,Safe,0.130,High Safety,Safe,0.300,Medium Safety,Safe,0.000,High Safety,Safe,0.100,High Safety,Toxic,0.500,Low Toxicity,Toxic,0.530,Low Toxicity,Toxic,0.650,Low Toxicity,Toxic,0.860,High Toxicity,Safe,0.250,Medium Safety,Safe,0.310,Medium Safety,Safe,0.000,High Safety,1.410,-,None,-0.470,-,None,4.210,-,None,2.790,-,None,-1.480,-,None,Safe,0.310,Medium Safety,Safe,0.050,High Safety,Safe,0.390,Low Safety,Safe,0.120,High Safety,Safe,0.450,Low Safety,Safe,0.000,High Safety,Safe,0.010,High Safety,Toxic,0.700,Medium Toxicity
CC1CCC2(C(=O)OC3OC(COC4OC(CO)C(OC5OC(C)C(O)C(O)C5O)C(O)C4O)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CC(O)C(O)C(C)(CO)C5CCC43C)C2C1C,Safe,0.040,High Safety,Safe,0.120,High Safety,Safe,0.000,High Safety,Safe,0.140,High Safety,Safe,0.190,Medium Safety,Safe,0.150,High Safety,Safe,0.010,High Safety,Safe,0.180,Medium Safety,Safe,0.080,High Safety,Safe,0.320,Medium Safety,Safe,0.020,High Safety,Safe,0.100,High Safety,Safe,0.130,High Safety,Safe,0.300,Medium Safety,Safe,0.000,High Safety,Safe,0.100,High Safety,Toxic,0.500,Low Toxicity,Toxic,0.530,Low Toxicity,Toxic,0.650,Low Toxicity,Toxic,0.860,High Toxicity,Safe,0.250,Medium Safety,Safe,0.310,Medium Safety,Safe,0.000,High Safety,1.410,-,None,-0.470,-,None,4.210,-,None,2.790,-,None,-1.480,-,None,Safe,0.310,Medium Safety,Safe,0.050,High Safety,Safe,0.390,Low Safety,Safe,0.120,High Safety,Safe,0.450,Low Safety,Safe,0.000,High Safety,Safe,0.010,High Safety,Toxic,0.700,Medium Toxicity
CC(C)C1OC2OC(C)C(O)C(O)C2OC12CC(C)C1C(CC3C4CC(=O)C5CC(OC6OC(CO)C(O)C(O)C6O)CCC5(C)C4CCC31C)O2,Safe,0.040,High Safety,Safe,0.290,Medium Safety,Safe,0.000,High Safety,Safe,0.060,High Safety,Safe,0.210,Medium Safety,Safe,0.050,High Safety,Safe,0.010,High Safety,Safe,0.290,Medium Safety,Safe,0.210,Medium Safety,Safe,0.190,Medium Safety,Safe,0.010,High Safety,Safe,0.060,High Safety,Safe,0.200,Medium Safety,Safe,0.150,High Safety,Safe,0.090,High Safety,Safe,0.100,High Safety,Toxic,0.500,Low Toxicity,Toxic,0.550,Low Toxicity,Toxic,0.850,High Toxicity,Safe,0.330,Medium Safety,Safe,0.060,High Safety,Safe,0.450,Low Safety,Safe,0.000,High Safety,1.600,-,None,0.090,-,None,3.550,-,None,2.850,-,None,-1.890,-,None,Safe,0.430,Low Safety,Safe,0.060,High Safety,Toxic,0.500,Low Toxicity,Safe,0.080,High Safety,Safe,0.490,Low Safety,Safe,0.020,High Safety,Safe,0.000,High Safety,Toxic,0.740,Medium Toxicity
CC1OC(OC2COC(OC3C(O)CC(OC4CCC5(C)C(CCC6(O)C5CCC5(C)C(C7=CC(=O)OC7)CC(=O)C56O)C4)OC3C)C(O)C2O)C(O)C(O)C1O,Safe,0.050,High Safety,Toxic,0.500,Low Toxicity,Safe,0.000,High Safety,Safe,0.260,Medium Safety,Safe,0.270,Medium Safety,Safe,0.120,High Safety,Safe,0.010,High Safety,Safe,0.150,High Safety,Safe,0.100,High Safety,Safe,0.190,Medium Safety,Safe,0.020,High Safety,Safe,0.040,High Safety,Safe,0.180,Medium Safety,Safe,0.190,Medium Safety,Safe,0.090,High Safety,Safe,0.100,High Safety,Toxic,0.500,Low Toxicity,Toxic,0.500,Low Toxicity,Toxic,0.710,Medium Toxicity,Safe,0.490,Low Safety,Safe,0.010,High Safety,Safe,0.210,Medium Safety,Safe,0.010,High Safety,1.400,-,None,-0.370,-,None,4.040,-,None,2.720,-,None,-1.510,-,None,Safe,0.370,Low Safety,Safe,0.030,High Safety,Toxic,0.540,Low Toxicity,Safe,0.030,High Safety,Safe,0.460,Low Safety,Safe,0.000,High Safety,Safe,0.000,High Safety,Toxic,0.790,Medium Toxicity
CC1C2C(CC3(C(=O)CC4C3CCC3Cc5nc6c(nc5CC34C)CC3CCC4C(CC(=O)C45CC4OC7(CCC(C)(C)O7)C(C)C4C5(C)O)C3(C)C6)C2(C)O)OC12CCC(C)(O)CO2,Safe,0.030,High Safety,Safe,0.040,High Safety,Safe,0.000,High Safety,Safe,0.180,Medium Safety,Safe,0.300,Medium Safety,Safe,0.040,High Safety,Safe,0.350,Low Safety,Toxic,0.530,Low Toxicity,Safe,0.140,High Safety,Safe,0.200,Medium Safety,Safe,0.030,High Safety,Safe,0.090,High Safety,Safe,0.460,Low Safety,Safe,0.320,Medium Safety,Safe,0.120,High Safety,Safe,0.090,High Safety,Toxic,0.500,Low Toxicity,Toxic,0.920,High Toxicity,Toxic,0.940,High Toxicity,Safe,0.330,Medium Safety,Safe,0.120,High Safety,Toxic,0.800,Medium Toxicity,Safe,0.000,High Safety,-1.820,-,None,2.010,-,None,3.890,-,None,2.070,-,None,-0.820,-,None,Safe,0.340,Low Safety,Safe,0.020,High Safety,Safe,0.470,Low Safety,Safe,0.000,High Safety,Toxic,0.520,Low Toxicity,Safe,0.030,High Safety,Safe,0.010,High Safety,Toxic,0.800,Medium Toxicity
CC1C2C(CC3(C(=O)CC4C3CCC3Cc5nc6c(nc5CC34C)CC3CCC4C(CC(=O)C5(C)C7C(CC45O)OC4(CCC(C)(O)CO4)C7C)C3(C)C6)C2(C)O)OC12CCC(C)(C)O2,Safe,0.020,High Safety,Safe,0.040,High Safety,Safe,0.000,High Safety,Safe,0.190,Medium Safety,Safe,0.240,Medium Safety,Safe,0.050,High Safety,Safe,0.350,Low Safety,Toxic,0.540,Low Toxicity,Safe,0.140,High Safety,Safe,0.200,Medium Safety,Safe,0.030,High Safety,Safe,0.080,High Safety,Safe,0.480,Low Safety,Safe,0.240,Medium Safety,Safe,0.120,High Safety,Safe,0.090,High Safety,Toxic,0.500,Low Toxicity,Toxic,0.880,High Toxicity,Toxic,0.950,High Toxicity,Safe,0.380,Low Safety,Safe,0.080,High Safety,Toxic,0.810,Medium Toxicity,Safe,0.000,High Safety,-1.820,-,None,1.990,-,None,3.990,-,None,2.070,-,None,-0.790,-,None,Safe,0.360,Low Safety,Safe,0.020,High Safety,Toxic,0.530,Low Toxicity,Safe,0.150,High Safety,Toxic,0.510,Low Toxicity,Safe,0.080,High Safety,Safe,0.030,High Safety,Toxic,0.790,Medium Toxicity
CC1CCC2(OC1)OC1CC3C4CC=C5CC(OC6OC(CO)C(OC7OC(CO)C(O)C7O)C(O)C6O)CCC5(C)C4CCC3(C)C1C2C,Safe,0.100,High Safety,Safe,0.140,High Safety,Safe,0.000,High Safety,Safe,0.090,High Safety,Safe,0.190,Medium Safety,Safe,0.050,High Safety,Safe,0.010,High Safety,Safe,0.330,Medium Safety,Safe,0.120,High Safety,Safe,0.240,Medium Safety,Safe,0.030,High Safety,Safe,0.060,High Safety,Safe,0.150,High Safety,Safe,0.030,High Safety,Safe,0.120,High Safety,Safe,0.150,High Safety,Toxic,0.500,Low Toxicity,Toxic,0.770,Medium Toxicity,Toxic,0.820,Medium Toxicity,Toxic,0.560,Low Toxicity,Safe,0.070,High Safety,Safe,0.470,Low Safety,Safe,0.010,High Safety,0.600,-,None,0.440,-,None,2.960,-,None,2.900,-,None,-1.000,-,None,Safe,0.370,Low Safety,Safe,0.050,High Safety,Safe,0.460,Low Safety,Safe,0.090,High Safety,Safe,0.360,Low Safety,Safe,0.020,High Safety,Safe,0.000,High Safety,Toxic,0.720,Medium Toxicity
CC1=CC2C3=CCC4C5(C)CCC(OC6OC(C)C(O)C(O)C6O)C(C)(C)C5CCC4(C)C3(C)CCC2(C(=O)OC2OC(CO)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)CC1,Safe,0.070,High Safety,Safe,0.090,High Safety,Safe,0.000,High Safety,Safe,0.060,High Safety,Safe,0.210,Medium Safety,Safe,0.080,High Safety,Safe,0.010,High Safety,Safe,0.180,Medium Safety,Safe,0.110,High Safety,Safe,0.320,Medium Safety,Safe,0.020,High Safety,Safe,0.150,High Safety,Safe,0.230,Medium Safety,Safe,0.050,High Safety,Safe,0.050,High Safety,Safe,0.100,High Safety,Toxic,0.500,Low Toxicity,Toxic,0.550,Low Toxicity,Toxic,0.730,Medium Toxicity,Toxic,0.860,High Toxicity,Safe,0.260,Medium Safety,Safe,0.310,Medium Safety,Safe,0.000,High Safety,1.540,-,None,-0.350,-,None,4.030,-,None,2.600,-,None,-1.830,-,None,Safe,0.380,Low Safety,Safe,0.050,High Safety,Safe,0.340,Low Safety,Safe,0.100,High Safety,Toxic,0.500,Low Toxicity,Safe,0.000,High Safety,Safe,0.010,High Safety,Toxic,0.750,Medium Toxicity
CC1OC(OC2CCC3(C=O)C4C(O)CC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O,Safe,0.120,High Safety,Toxic,0.610,Low Toxicity,Safe,0.000,High Safety,Safe,0.340,Low Safety,Safe,0.230,Medium Safety,Safe,0.110,High Safety,Safe,0.010,High Safety,Toxic,0.580,Low Toxicity,Safe,0.040,High Safety,Safe,0.190,Medium Safety,Safe,0.020,High Safety,Safe,0.030,High Safety,Safe,0.420,Low Safety,Safe,0.090,High Safety,Safe,0.070,High Safety,Safe,0.150,High Safety,Toxic,0.500,Low Toxicity,Toxic,0.600,Low Toxicity,Toxic,0.760,Medium Toxicity,Safe,0.490,Low Safety,Safe,0.070,High Safety,Safe,0.190,Medium Safety,Safe,0.010,High Safety,1.460,-,None,-0.270,-,None,3.880,-,None,2.900,-,None,-1.340,-,None,Safe,0.350,Low Safety,Safe,0.030,High Safety,Safe,0.480,Low Safety,Safe,0.270,Medium Safety,Safe,0.370,Low Safety,Safe,0.010,High Safety,Safe,0.000,High Safety,Toxic,0.880,High Toxicity
CC1=C(COC2OC(CO)C(OC3OC(C)C(O)C(O)C3O)C(O)C2O)C(=O)OC(C(C)C2CCC3C4CC5OC56C(O)C=CC(=O)C6(C)C4CCC23C)C1,Safe,0.190,Medium Safety,Safe,0.230,Medium Safety,Safe,0.000,High Safety,Safe,0.120,High Safety,Safe,0.270,Medium Safety,Safe,0.040,High Safety,Safe,0.010,High Safety,Safe,0.270,Medium Safety,Safe,0.080,High Safety,Safe,0.290,Medium Safety,Safe,0.040,High Safety,Safe,0.040,High Safety,Safe,0.150,High Safety,Safe,0.120,High Safety,Safe,0.070,High Safety,Safe,0.100,High Safety,Toxic,0.510,Low Toxicity,Toxic,0.580,Low Toxicity,Toxic,0.760,Medium Toxicity,Toxic,0.800,Medium Toxicity,Safe,0.050,High Safety,Safe,0.330,Medium Safety,Safe,0.000,High Safety,1.320,-,None,-0.200,-,None,4.110,-,None,2.710,-,None,-0.620,-,None,Safe,0.380,Low Safety,Safe,0.000,High Safety,Safe,0.410,Low Safety,Safe,0.150,High Safety,Safe,0.360,Low Safety,Safe,0.000,High Safety,Safe,0.000,High Safety,Toxic,0.860,High Toxicity
CC(=O)OC1C(O)C(OC2C=C3CCC4C(CCC5(C)C(c6ccc(=O)oc6)CCC45O)C3(C)CC2)OC(C)C1OC1OC(CO)C(O)C(O)C1O,Safe,0.320,Medium Safety,Safe,0.410,Low Safety,Safe,0.000,High Safety,Safe,0.180,Medium Safety,Safe,0.310,Medium Safety,Safe,0.160,High Safety,Safe,0.010,High Safety,Toxic,0.610,Low Toxicity,Safe,0.090,High Safety,Safe,0.310,Medium Safety,Safe,0.010,High Safety,Safe,0.020,High Safety,Safe,0.470,Low Safety,Safe,0.140,High Safety,Safe,0.140,High Safety,Safe,0.100,High Safety,Toxic,0.500,Low Toxicity,Toxic,0.810,Medium Toxicity,Toxic,0.830,Medium Toxicity,Toxic,0.760,Medium Toxicity,Safe,0.130,High Safety,Safe,0.380,Low Safety,Safe,0.000,High Safety,1.360,-,None,0.510,-,None,4.540,-,None,2.560,-,None,-1.300,-,None,Safe,0.320,Medium Safety,Safe,0.030,High Safety,Safe,0.400,Low Safety,Safe,0.170,Medium Safety,Safe,0.420,Low Safety,Safe,0.000,High Safety,Safe,0.000,High Safety,Toxic,0.880,High Toxicity
CC(=O)OC1C(O)C(OC2C=C3CCC4C(CCC5(C)C(c6ccc(=O)oc6)CCC45O)C3(C)CC2)OC(C)C1OC1OC(CO)C(O)C(O)C1O,Safe,0.320,Medium Safety,Safe,0.410,Low Safety,Safe,0.000,High Safety,Safe,0.180,Medium Safety,Safe,0.310,Medium Safety,Safe,0.160,High Safety,Safe,0.010,High Safety,Toxic,0.610,Low Toxicity,Safe,0.090,High Safety,Safe,0.310,Medium Safety,Safe,0.010,High Safety,Safe,0.020,High Safety,Safe,0.470,Low Safety,Safe,0.140,High Safety,Safe,0.140,High Safety,Safe,0.100,High Safety,Toxic,0.500,Low Toxicity,Toxic,0.810,Medium Toxicity,Toxic,0.830,Medium Toxicity,Toxic,0.760,Medium Toxicity,Safe,0.130,High Safety,Safe,0.380,Low Safety,Safe,0.000,High Safety,1.360,-,None,0.510,-,None,4.540,-,None,2.560,-,None,-1.300,-,None,Safe,0.320,Medium Safety,Safe,0.030,High Safety,Safe,0.400,Low Safety,Safe,0.170,Medium Safety,Safe,0.420,Low Safety,Safe,0.000,High Safety,Safe,0.000,High Safety,Toxic,0.880,High Toxicity
CC(=O)OC1C(O)C(OC2C=C3CCC4C(CCC5(C)C(c6ccc(=O)oc6)CCC45O)C3(C)CC2)OC(C)C1OC1OC(CO)C(O)C(O)C1O,Safe,0.320,Medium Safety,Safe,0.410,Low Safety,Safe,0.000,High Safety,Safe,0.180,Medium Safety,Safe,0.310,Medium Safety,Safe,0.160,High Safety,Safe,0.010,High Safety,Toxic,0.610,Low Toxicity,Safe,0.090,High Safety,Safe,0.310,Medium Safety,Safe,0.010,High Safety,Safe,0.020,High Safety,Safe,0.470,Low Safety,Safe,0.140,High Safety,Safe,0.140,High Safety,Safe,0.100,High Safety,Toxic,0.500,Low Toxicity,Toxic,0.810,Medium Toxicity,Toxic,0.830,Medium Toxicity,Toxic,0.760,Medium Toxicity,Safe,0.130,High Safety,Safe,0.380,Low Safety,Safe,0.000,High Safety,1.360,-,None,0.510,-,None,4.540,-,None,2.560,-,None,-1.300,-,None,Safe,0.320,Medium Safety,Safe,0.030,High Safety,Safe,0.400,Low Safety,Safe,0.170,Medium Safety,Safe,0.420,Low Safety,Safe,0.000,High Safety,Safe,0.000,High Safety,Toxic,0.880,High Toxicity
CC1=C2C(=O)C3C(CC=C4CC(OC5OC(CO)C(O)C(O)C5O)CCC43C)C2CCC12OC1CC(C)CNC1C2C,Safe,0.050,High Safety,Safe,0.110,High Safety,Safe,0.000,High Safety,Safe,0.040,High Safety,Safe,0.190,Medium Safety,Safe,0.040,High Safety,Safe,0.010,High Safety,Safe,0.220,Medium Safety,Safe,0.220,Medium Safety,Safe,0.280,Medium Safety,Safe,0.030,High Safety,Safe,0.130,High Safety,Safe,0.060,High Safety,Safe,0.110,High Safety,Safe,0.190,Medium Safety,Safe,0.050,High Safety,Toxic,0.500,Low Toxicity,Toxic,0.830,Medium Toxicity,Toxic,0.750,Medium Toxicity,Toxic,0.600,Low Toxicity,Safe,0.060,High Safety,Safe,0.380,Low Safety,Safe,0.000,High Safety,0.730,-,None,0.510,-,None,3.250,-,None,2.850,-,None,-0.720,-,None,Safe,0.360,Low Safety,Safe,0.120,High Safety,Safe,0.450,Low Safety,Safe,0.310,Medium Safety,Safe,0.380,Low Safety,Safe,0.010,High Safety,Safe,0.010,High Safety,Toxic,0.890,High Toxicity
