Nuclear Response_NR-AR,Nuclear Response_NR-AR-LBD,Nuclear Response_NR-AhR,Nuclear Response_NR-Aromatase,Nuclear Response_NR-ER,Nuclear Response_NR-ER-LBD,Nuclear Response_NR-PPAR-gamma,Nuclear Response_NR-GR,Nuclear Response_NR-TR,Stress Response_SR-ARE,Stress Response_SR-ATAD5,Stress Response_SR-HSE,Stress Response_SR-MMP,Stress Response_SR-p53,Genomic_AMES_Mutagenesis,Genomic_Carcinogenesis,Genomic_Micronucleus,Environmental_Fathead_Minnow,Environmental_T._Pyriformis,Environmental_Honey_Bee,Environmental_Biodegradation,Environmental_Crustacean,Environmental_Avian,Environmental_Fathead_Minnow_(Regression),Environmental_T._Pyriformis_(Regression),Environmental_Rat_(Acute),Environmental_Rat_(Chronic_Oral),Dose Response_Maximum_Tolerated_Dose,Organic_Skin_Sensitisation,Organic_hERG_I_Inhibitor,Organic_hERG_II_Inhibitor,Organic_Liver_Injury_I,Organic_Liver_Injury_II,Organic_Eye_Irritation,Organic_Eye_Corrosion,Organic_Respiratory_Disease,identifier,SMILES
High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Low Safety,High Safety,Medium Safety,High Safety,High Safety,Low Toxicity,Medium Safety,Medium Safety,High Safety,Low Toxicity,High Toxicity,High Toxicity,High Toxicity,High Safety,Low Toxicity,High Safety,,,,,,Medium Safety,High Safety,Low Toxicity,Medium Toxicity,Low Safety,High Safety,High Safety,Medium Toxicity,CNP0413252.4,COC1CC(OC2C(O)CC(OC3C(C)OC(OC4CC5=CCC6C(=O)OC7COC8(C)OC=C(CCC6C5(C)CC4O)C78)CC3OC)OC2C)OC(C)C1O
High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Low Safety,High Safety,Medium Safety,High Safety,High Safety,Low Toxicity,Medium Safety,Medium Safety,High Safety,Low Toxicity,High Toxicity,High Toxicity,High Toxicity,High Safety,Low Toxicity,High Safety,,,,,,Medium Safety,High Safety,Low Toxicity,Medium Toxicity,Low Safety,High Safety,High Safety,Medium Toxicity,CNP0413252.5,COC1CC(OC2C(O)CC(OC3C(C)OC(OC4CC5=CCC6C(=O)OC7COC8(C)OC=C(CCC6C5(C)CC4O)C78)CC3OC)OC2C)OC(C)C1O
High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Low Safety,High Safety,Medium Safety,High Safety,High Safety,Low Toxicity,Medium Safety,Medium Safety,High Safety,Low Toxicity,High Toxicity,High Toxicity,High Toxicity,High Safety,Low Toxicity,High Safety,,,,,,Medium Safety,High Safety,Low Toxicity,Medium Toxicity,Low Safety,High Safety,High Safety,Medium Toxicity,CNP0413252.6,COC1CC(OC2C(O)CC(OC3C(C)OC(OC4CC5=CCC6C(=O)OC7COC8(C)OC=C(CCC6C5(C)CC4O)C78)CC3OC)OC2C)OC(C)C1O
High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Low Safety,High Safety,Medium Safety,High Safety,High Safety,Low Toxicity,Medium Safety,Medium Safety,High Safety,Low Toxicity,High Toxicity,High Toxicity,High Toxicity,High Safety,Low Toxicity,High Safety,,,,,,Medium Safety,High Safety,Low Toxicity,Medium Toxicity,Low Safety,High Safety,High Safety,Medium Toxicity,CNP0413252.7,COC1CC(OC2C(O)CC(OC3C(C)OC(OC4CC5=CCC6C(=O)OC7COC8(C)OC=C(CCC6C5(C)CC4O)C78)CC3OC)OC2C)OC(C)C1O
High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Low Safety,High Safety,Medium Safety,High Safety,High Safety,Low Toxicity,Medium Safety,Medium Safety,High Safety,Low Toxicity,High Toxicity,High Toxicity,High Toxicity,High Safety,Low Toxicity,High Safety,,,,,,Medium Safety,High Safety,Low Toxicity,Medium Toxicity,Low Safety,High Safety,High Safety,Medium Toxicity,CNP0413252.8,COC1CC(OC2C(O)CC(OC3C(C)OC(OC4CC5=CCC6C(=O)OC7COC8(C)OC=C(CCC6C5(C)CC4O)C78)CC3OC)OC2C)OC(C)C1O
High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Low Safety,High Safety,Medium Safety,High Safety,High Safety,Low Toxicity,Medium Safety,Medium Safety,High Safety,Low Toxicity,High Toxicity,High Toxicity,High Toxicity,High Safety,Low Toxicity,High Safety,,,,,,Medium Safety,High Safety,Low Toxicity,Medium Toxicity,Low Safety,High Safety,High Safety,Medium Toxicity,CNP0413252.9,COC1CC(OC2C(O)CC(OC3C(C)OC(OC4CC5=CCC6C(=O)OC7COC8(C)OC=C(CCC6C5(C)CC4O)C78)CC3OC)OC2C)OC(C)C1O
Medium Safety,Medium Toxicity,High Safety,Low Safety,Low Safety,High Safety,High Safety,Low Safety,High Safety,Medium Safety,High Safety,High Safety,Low Toxicity,Medium Safety,High Safety,High Safety,Low Toxicity,High Toxicity,High Toxicity,Medium Toxicity,High Safety,Low Toxicity,High Safety,,,,,,Low Safety,High Safety,Low Toxicity,High Safety,Low Safety,High Safety,High Safety,High Toxicity,CNP0413769.2,CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)C(OC=O)CC65O)C4)OC3C)OC2C)CC(O)C1O
Medium Safety,Medium Toxicity,High Safety,Low Safety,Low Safety,High Safety,High Safety,Low Safety,High Safety,Medium Safety,High Safety,High Safety,Low Toxicity,Medium Safety,High Safety,High Safety,Low Toxicity,High Toxicity,High Toxicity,Medium Toxicity,High Safety,Low Toxicity,High Safety,,,,,,Low Safety,High Safety,Low Toxicity,High Safety,Low Safety,High Safety,High Safety,High Toxicity,CNP0413769.3,CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)C(OC=O)CC65O)C4)OC3C)OC2C)CC(O)C1O
High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,Low Toxicity,Low Toxicity,Medium Toxicity,Low Toxicity,High Safety,Medium Safety,High Safety,,,,,,Low Safety,High Safety,Low Toxicity,High Safety,Low Safety,High Safety,High Safety,Medium Toxicity,CNP0414994.1,CC1CCC2(CC3C(CC4C5CC=C6CC(OC7OC(COC8OC(COC9OC(C)C(O)C(O)C9O)C(O)C(O)C8O)C(O)C(O)C7O)CCC6(C)C5CCC34C)O2)OC1
High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Low Safety,High Safety,Medium Safety,High Safety,High Safety,Low Safety,Medium Safety,High Safety,High Safety,Low Toxicity,High Toxicity,Medium Toxicity,High Toxicity,High Safety,Low Safety,High Safety,,,,,,Medium Safety,High Safety,Low Toxicity,High Toxicity,Low Safety,High Safety,High Safety,Medium Toxicity,CNP0417684.1,COC1CC(OC2C(O)CC(OC3C(C)OC(OC4CC5=CCC6C(=O)OC7COC8(C)OC=C(CCC6C5(C)CC4O)C78O)CC3OC)OC2C)OC(C)C1O
High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Low Safety,High Safety,Medium Safety,High Safety,High Safety,Low Safety,Medium Safety,High Safety,High Safety,Low Toxicity,High Toxicity,Medium Toxicity,High Toxicity,High Safety,Low Safety,High Safety,,,,,,Medium Safety,High Safety,Low Toxicity,High Toxicity,Low Safety,High Safety,High Safety,Medium Toxicity,CNP0417684.2,COC1CC(OC2C(O)CC(OC3C(C)OC(OC4CC5=CCC6C(=O)OC7COC8(C)OC=C(CCC6C5(C)CC4O)C78O)CC3OC)OC2C)OC(C)C1O
High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Low Toxicity,Low Safety,Medium Toxicity,Low Toxicity,High Safety,Medium Safety,High Safety,,,,,,Low Safety,High Safety,Low Toxicity,High Safety,Low Safety,High Safety,High Safety,Low Toxicity,CNP0418012.1,CC1CCC2(OC1)OC1CC3C4CC=C5CC(OC6OC(CO)C(OC7OC(CO)C(O)C7OC7OC(C)C(O)C(O)C7O)C(O)C6O)CCC5(C)C4CCC3(C)C1(O)C2C
High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Low Toxicity,Low Safety,Medium Toxicity,Low Toxicity,High Safety,Medium Safety,High Safety,,,,,,Low Safety,High Safety,Low Toxicity,High Safety,Low Safety,High Safety,High Safety,Low Toxicity,CNP0418012.2,CC1CCC2(OC1)OC1CC3C4CC=C5CC(OC6OC(CO)C(OC7OC(CO)C(O)C7OC7OC(C)C(O)C(O)C7O)C(O)C6O)CCC5(C)C4CCC3(C)C1(O)C2C
Medium Safety,Medium Toxicity,High Safety,Low Safety,Medium Safety,High Safety,High Safety,Low Safety,High Safety,Medium Safety,High Safety,High Safety,Low Toxicity,Medium Safety,High Safety,High Safety,Low Toxicity,Low Toxicity,Medium Toxicity,Low Safety,High Safety,Medium Safety,High Safety,,,,,,Low Safety,High Safety,Low Toxicity,Medium Safety,Medium Safety,High Safety,High Safety,High Toxicity,CNP0418992.1,COC1C(O)C(OC2CCC3(C)C4CCC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)OC(C)C1OC1OC(C)C(O)C(O)C1O
High Safety,High Safety,High Safety,Medium Safety,Medium Safety,High Safety,High Safety,Low Safety,Medium Safety,Low Safety,High Safety,High Safety,Low Safety,High Safety,Low Safety,Medium Safety,Low Toxicity,Medium Toxicity,High Toxicity,Low Toxicity,High Safety,Low Safety,High Safety,,,,,,Medium Safety,High Safety,Low Safety,Low Safety,Medium Safety,High Safety,High Safety,Medium Toxicity,CNP0420705.1,CC1OC(OC2CCC(OC3(C)CC(=O)C4(O)C5=C(C=CC4(O)C3)C(=O)c3c(ccc(C4CC(O)C(O)C(C)O4)c3O)C5=O)OC2C)C=CC1=O
High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,Low Safety,Low Toxicity,Medium Safety,Medium Safety,High Safety,High Safety,Low Safety,High Safety,High Safety,High Safety,Low Toxicity,High Toxicity,High Toxicity,Low Toxicity,High Safety,Medium Toxicity,High Safety,,,,,,Low Safety,High Safety,Low Toxicity,Low Toxicity,Low Toxicity,Medium Safety,High Safety,Medium Toxicity,CNP0424077.1,CC1C(O)C2(OCC34C(=O)CC5C(CCC6Cc7nc8c(nc7CC65C)CC5CCC6C(CC(=O)C67CC6OC9(CCC(C)(C)O9)C(C)C6C7(C)O)C5(C)C8)C3CC(O)C4C2C)OC1(C)C
High Safety,Medium Safety,High Safety,Medium Safety,Medium Safety,Medium Safety,High Safety,Low Safety,Medium Safety,Low Safety,High Safety,High Safety,Low Safety,High Safety,Low Safety,High Safety,Low Toxicity,High Toxicity,High Toxicity,Low Toxicity,High Safety,Low Toxicity,High Safety,,,,,,Medium Safety,High Safety,Low Safety,Low Safety,Medium Safety,High Safety,High Safety,Medium Toxicity,CNP0424393.1,CC1OC(OC2CCC(OC3CCC(OC4(C)CC(=O)C5(O)C6=C(C=CC5(O)C4)C(=O)c4c(ccc(C5CC(O)C(O)C(C)O5)c4O)C6=O)OC3C)OC2C)CCC1O
Medium Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,Medium Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,Low Toxicity,Low Toxicity,Low Toxicity,Low Toxicity,High Safety,Medium Safety,High Safety,,,,,,Low Safety,High Safety,Low Safety,High Safety,Low Safety,High Safety,High Safety,Medium Toxicity,CNP0424583.1,CC1C2C(CC3C4CC=C5CC(OC6OC(CO)C(OC7OC(CO)C(O)C(O)C7O)C(O)C6O)CCC5(C)C4CC(=O)C32C)OC12CCC(CO)CO2
High Safety,High Safety,High Safety,Medium Safety,Medium Safety,High Safety,Low Safety,Low Toxicity,Medium Safety,Medium Safety,High Safety,High Safety,Low Safety,Low Safety,High Safety,Low Toxicity,Low Toxicity,High Toxicity,High Toxicity,High Toxicity,Medium Safety,Medium Toxicity,High Safety,,,,,,Low Safety,High Safety,Low Toxicity,Low Safety,Low Toxicity,High Safety,High Safety,Medium Toxicity,CNP0427395.1,CC1C2C(CC3(C(=O)CC4C3CCC3Cc5nc6c(nc5CC34C)CC3CCC4C(CC(O)C5(C)C7C(CC45O)OC4(CCC(C)(O)CO4)C7C)C3(C)C6)C2(C)O)OC12CCC(C)(C)O2
High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,Medium Safety,Low Safety,High Safety,Low Safety,High Safety,High Safety,Low Toxicity,High Safety,Low Safety,High Toxicity,Low Toxicity,High Toxicity,High Toxicity,Low Safety,High Safety,Medium Safety,High Safety,,,,,,Low Safety,Medium Safety,Low Safety,Medium Safety,Medium Safety,High Safety,High Safety,Low Toxicity,CNP0427510.1,CC1OC(OC2CCC(OC(C)(CC(=O)O)Cc3ccc4c(c3O)C(=O)c3ccc(C5CC6OC7OC(C)C(=O)CC7OC6C(C)O5)c(O)c3C4=O)OC2C)C=CC1=O
High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Low Toxicity,Medium Safety,Low Toxicity,Medium Safety,High Safety,Low Toxicity,Low Toxicity,Low Safety,High Safety,Low Toxicity,High Toxicity,High Toxicity,High Toxicity,High Safety,Medium Toxicity,Low Toxicity,,,,,,Medium Safety,High Safety,Medium Toxicity,Low Toxicity,Medium Safety,Low Safety,High Safety,Medium Toxicity,CNP0429931.1,Cc1cc(O)c2cc3c(c(O)c2c1)C(=O)c1ccc(C2CC(O)C(OC4CCC(OC5C=CC(=O)C(C)O5)C(C)O4)C(C)O2)c(O)c1C3=O
High Safety,High Safety,High Safety,High Safety,Medium Safety,Low Safety,High Safety,Low Safety,Medium Safety,Low Safety,Medium Safety,Medium Safety,Low Toxicity,High Safety,Medium Safety,High Safety,Low Toxicity,High Toxicity,High Toxicity,High Toxicity,High Safety,Low Toxicity,Low Safety,,,,,,Medium Safety,Medium Safety,Low Toxicity,Medium Toxicity,Medium Safety,High Safety,High Safety,Medium Toxicity,CNP0430564.1,CC(=O)OC1C(C)OC(c2ccc3c(c2O)C(O)C24OC2(C3=O)C2(O)C=CC(C)(O)CC2(O)CC4O)CC1OC(=O)C=CC=CC=CC=CC(=O)Nc1c(O)c2ccc(O)c(Cl)c2oc1=O
High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,Medium Safety,Low Safety,High Safety,Low Safety,High Safety,High Safety,Low Toxicity,High Safety,Low Safety,High Toxicity,Low Toxicity,High Toxicity,High Toxicity,Low Safety,High Safety,Medium Safety,High Safety,,,,,,Low Safety,Medium Safety,Low Safety,Medium Safety,Medium Safety,High Safety,High Safety,Low Toxicity,CNP0430708.1,CC1OC(OC2CCC(OC(C)(CC(=O)O)Cc3ccc4c(c3O)C(=O)c3ccc(C5CC6OC7CC(=O)C(C)OC7OC6C(C)O5)c(O)c3C4=O)OC2C)C=CC1=O
High Safety,Medium Safety,High Safety,High Safety,Medium Safety,Low Safety,High Safety,Low Safety,Medium Safety,Low Safety,High Safety,High Safety,Medium Safety,Medium Safety,Low Safety,High Safety,Low Toxicity,Medium Toxicity,High Toxicity,Low Toxicity,High Safety,Low Safety,High Safety,,,,,,Medium Safety,High Safety,Low Safety,High Safety,Low Safety,High Safety,High Safety,Medium Toxicity,CNP0431091.1,CC1CC(=O)C2C3=C(C=CC2(OC2CC(O)C(OC4CC(O)C(O)C(C)O4)C(C)O2)C1)C(=O)c1c(ccc(C2CC(O)C(OC4CC(O)C(O)C(C)O4)C(C)O2)c1O)C3=O
High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Low Toxicity,High Safety,Medium Safety,High Safety,High Safety,Low Toxicity,Low Toxicity,Medium Safety,High Safety,Low Toxicity,Medium Toxicity,High Toxicity,Medium Safety,High Safety,Medium Safety,High Safety,,,,,,Medium Safety,High Safety,Medium Safety,Low Safety,Low Safety,High Safety,High Safety,Medium Toxicity,CNP0436073.1,C=C(CC1CC(O)C2(C)OC3CC4OC5CC6(C)OC7(C)CCC8OC9CC%10(C)OC%11C(C)=CC(=O)OC%11CC%10OC9CC(C)C8OC7CC6OC5(C)CC=CC4OC3CC2O1)C(=O)O
Medium Safety,High Safety,High Safety,Medium Safety,Medium Safety,High Safety,High Safety,Low Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Toxicity,Low Toxicity,Low Toxicity,Low Toxicity,Low Toxicity,High Safety,Medium Safety,High Safety,,,,,,Low Safety,High Safety,Medium Safety,Medium Safety,Low Safety,High Safety,High Safety,Medium Toxicity,CNP0437649.1,CC1(C)CCC(C2(C)OC(=O)C34C(O)C=C5C(CCC6C5(C)CCC(OC5OCC(OS(=O)(=O)[O-])C(O)C5O)C6(C)C)C3(C)CCC24)O1.[Na+]
High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Low Safety,Medium Safety,Low Safety,Low Safety,High Safety,Low Safety,Medium Safety,Low Toxicity,Medium Safety,Low Toxicity,High Toxicity,High Toxicity,Low Safety,High Safety,Medium Toxicity,High Safety,,,,,,Low Safety,High Safety,Low Toxicity,Low Toxicity,Medium Safety,High Safety,High Safety,Medium Toxicity,CNP0439266.1,CC1OC(OC2CCC(OC3C(O)CC(c4ccc5c(c4O)C(=O)c4ccc6c(c4C5=O)C(=O)CC(C)(O)C6)OC3C)OC2C)CCC1=O
High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Low Safety,Medium Safety,Low Safety,Low Safety,High Safety,Low Safety,Medium Safety,Low Toxicity,Medium Safety,Low Toxicity,High Toxicity,High Toxicity,Low Safety,High Safety,Medium Toxicity,High Safety,,,,,,Low Safety,High Safety,Low Toxicity,Low Toxicity,Medium Safety,High Safety,High Safety,Medium Toxicity,CNP0439266.2,CC1OC(OC2CCC(OC3C(O)CC(c4ccc5c(c4O)C(=O)c4ccc6c(c4C5=O)C(=O)CC(C)(O)C6)OC3C)OC2C)CCC1=O
High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Low Toxicity,High Safety,Medium Safety,High Safety,High Safety,Low Toxicity,Low Safety,Medium Safety,High Safety,Low Toxicity,Medium Toxicity,High Toxicity,Medium Toxicity,Low Safety,Low Toxicity,High Safety,,,,,,Low Safety,High Safety,Low Toxicity,Low Safety,Low Toxicity,High Safety,High Safety,Medium Toxicity,CNP0443759.1,C=C(CC1CC(O)C2(C)OC3CC4OC5CC6(C)OC7(C)CCC8OC9CC%10(C)OC%11C(C)=CC(=O)OC%11CC%10OC9CC(C)C8OC7CC6OC5(C)CC=CC4OC3CC2O1)C1OC(C)C(C)O1
High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Low Toxicity,High Safety,Medium Safety,High Safety,High Safety,Low Toxicity,Medium Safety,Medium Safety,High Safety,Low Toxicity,Low Safety,Low Toxicity,High Safety,High Safety,High Safety,High Safety,,,,,,Low Safety,High Safety,Medium Safety,Low Safety,Low Toxicity,High Safety,High Safety,Medium Toxicity,CNP0455691.1,C=C(CC1CC(O)C2(C)OC3CC4OC5CC6(C)OC7(C)CCC8OC9CC%10(C)OC%11C(C)=CC(=O)OC%11CC%10OC9CC(C)C8OC7CC6OC5(C)CC=CC4OC3CC2O1)C(=O)NCCS(=O)(=O)[O-].[Na+]
High Safety,High Safety,High Safety,High Safety,Low Safety,High Safety,High Safety,Low Safety,Medium Safety,Low Safety,Medium Safety,High Safety,Low Toxicity,Medium Safety,Low Safety,High Toxicity,Low Toxicity,High Toxicity,High Toxicity,Low Safety,High Safety,Medium Toxicity,High Safety,,,,,,Low Safety,High Safety,Medium Toxicity,Low Toxicity,Medium Safety,High Safety,High Safety,Medium Toxicity,CNP0461379.1,CC1OC(OC2CCC(OC3C(O)CC(c4ccc5c(c4O)C(=O)c4ccc6c(c4C5=O)C(=O)CC(C)(OC4CCC(OC5CCC(=O)C(C)O5)C(C)O4)C6)OC3C)OC2C)CCC1=O
High Safety,High Safety,High Safety,High Safety,Low Safety,High Safety,High Safety,Low Safety,Medium Safety,Low Safety,Medium Safety,High Safety,Low Toxicity,Medium Safety,Low Safety,High Toxicity,Low Toxicity,High Toxicity,High Toxicity,Low Safety,High Safety,Medium Toxicity,High Safety,,,,,,Low Safety,High Safety,Medium Toxicity,Low Toxicity,Medium Safety,High Safety,High Safety,Medium Toxicity,CNP0461379.2,CC1OC(OC2CCC(OC3C(O)CC(c4ccc5c(c4O)C(=O)c4ccc6c(c4C5=O)C(=O)CC(C)(OC4CCC(OC5CCC(=O)C(C)O5)C(C)O4)C6)OC3C)OC2C)CCC1=O
High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Low Safety,Low Safety,Low Safety,Medium Safety,High Safety,Low Safety,High Safety,Medium Safety,High Safety,Low Toxicity,High Toxicity,High Toxicity,Low Toxicity,High Safety,Medium Toxicity,High Safety,,,,,,Low Safety,Medium Safety,Low Toxicity,Medium Toxicity,Low Safety,High Safety,High Safety,Medium Toxicity,CNP0480210.1,Cc1cc(=O)c2c(O)c3c(cc2o1)OC(C)(C)C1OC(=O)C2(OC2CCc2cc(N)nc(-c4cc(N)nc(C[N+]5=CC6=CC=NC6=C5)c4)c2)C2C=CC(C2)C31
High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Low Safety,Low Safety,Low Safety,Medium Safety,High Safety,Low Safety,High Safety,Medium Safety,High Safety,Low Toxicity,High Toxicity,High Toxicity,Low Toxicity,High Safety,Medium Toxicity,High Safety,,,,,,Low Safety,Medium Safety,Low Toxicity,Low Toxicity,Low Safety,High Safety,High Safety,Medium Toxicity,CNP0481710.1,Cc1cc(=O)c2c(O)c3c(cc2o1)OC(C)(C)C1OC(=O)C2(OC2CCc2cc(N)nc(-c4cc(N)nc(C[N+]5=CC6=CC=NC6=C5)c4)c2)C2C=CC(CC2)C31
High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Low Safety,Low Safety,Low Safety,Medium Safety,High Safety,Low Safety,High Safety,Medium Safety,High Safety,Low Toxicity,High Toxicity,High Toxicity,Low Toxicity,High Safety,Medium Toxicity,High Safety,,,,,,Low Safety,Medium Safety,Low Toxicity,Low Toxicity,Low Safety,High Safety,High Safety,Medium Toxicity,CNP0481710.2,Cc1cc(=O)c2c(O)c3c(cc2o1)OC(C)(C)C1OC(=O)C2(OC2CCc2cc(N)nc(-c4cc(N)nc(C[N+]5=CC6=CC=NC6=C5)c4)c2)C2C=CC(CC2)C31
High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Low Safety,Low Safety,Low Safety,Medium Safety,High Safety,Low Safety,High Safety,Medium Safety,High Safety,Low Toxicity,High Toxicity,High Toxicity,Low Toxicity,High Safety,Medium Toxicity,High Safety,,,,,,Low Safety,Medium Safety,Low Toxicity,Medium Toxicity,Medium Safety,High Safety,High Safety,Medium Toxicity,CNP0484741.1,Cc1cc(=O)c2c(O)c3c(cc2o1)OC(C)(C)C1OC(=O)C2(OC2CCc2cc(N)nc(-c4cc(N)nc(C[N+]5=CC6=NC=CC6=C5)c4)c2)C2C=CC(C2)C31
High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Low Safety,Low Safety,Low Safety,Medium Safety,High Safety,Low Safety,High Safety,Medium Safety,High Safety,Low Toxicity,High Toxicity,High Toxicity,Low Toxicity,High Safety,Medium Toxicity,High Safety,,,,,,Low Safety,Medium Safety,Low Toxicity,Medium Toxicity,Medium Safety,High Safety,High Safety,Medium Toxicity,CNP0484741.2,Cc1cc(=O)c2c(O)c3c(cc2o1)OC(C)(C)C1OC(=O)C2(OC2CCc2cc(N)nc(-c4cc(N)nc(C[N+]5=CC6=NC=CC6=C5)c4)c2)C2C=CC(C2)C31
High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Low Safety,Low Safety,Low Safety,Medium Safety,High Safety,Low Safety,High Safety,Medium Safety,High Safety,Low Toxicity,High Toxicity,High Toxicity,Low Toxicity,High Safety,Medium Toxicity,High Toxicity,,,,,,Low Toxicity,Medium Safety,Medium Toxicity,Low Toxicity,Medium Safety,High Safety,High Safety,Medium Toxicity,CNP0486176.1,CNCC1CC2CCC1C1c3c(cc4oc(C)cc(=O)c4c3O)OC(C)(C)C1OC(=O)C21OC1CCc1cc(N)nc(-c2cc(N)nc(C[N+]3=CC4=NC=CC4=C3)c2)c1
High Safety,Low Toxicity,High Safety,Low Safety,Medium Safety,High Safety,High Safety,Low Toxicity,High Safety,High Safety,High Safety,High Safety,Low Safety,High Safety,High Safety,High Safety,Low Toxicity,Low Toxicity,Medium Toxicity,Low Safety,High Safety,Medium Safety,High Safety,,,,,,Low Safety,High Safety,Low Safety,Medium Safety,Low Safety,High Safety,High Safety,High Toxicity,CNP0490429.1,CC1OC(OC2CCC3(C=O)C4C(O)CC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)CC(O)C1OC1OC(CO)C(O)C(O)C1O
High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Low Safety,Low Safety,Low Safety,Medium Safety,Medium Safety,Low Safety,High Safety,Low Safety,High Safety,Low Toxicity,High Toxicity,High Toxicity,Low Safety,High Safety,Medium Toxicity,Low Toxicity,,,,,,Medium Safety,Medium Safety,Medium Toxicity,Low Toxicity,Low Safety,High Safety,High Safety,Medium Toxicity,CNP0493932.1,Cc1cc(=O)c2c(O)c3c(cc2o1)OC(C)(C)C1OC(=O)C2(CC(O)CCC31)OC2CCc1cc(N)nc(-c2cc(N)nc(Cn3cc4cc[nH]c4c3)c2)c1
High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Low Safety,Medium Safety,Medium Safety,High Safety,High Safety,Low Safety,High Safety,Medium Safety,High Safety,Low Toxicity,High Toxicity,High Toxicity,Medium Safety,High Safety,High Toxicity,High Safety,,,,,,Low Safety,High Safety,Low Toxicity,High Safety,Medium Safety,High Safety,High Safety,High Toxicity,CNP0495063.1,CC1(C)C=C2C(=Cc3cc4c5c([nH]c4cc32)C2(C)C(CCC34OC6(O)C(OC(C)(C)C6O)C3C(=O)CCC42C)C5)C(C)(C)O1
High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Low Safety,Low Safety,Low Safety,Low Toxicity,High Safety,Low Safety,High Safety,Low Safety,High Safety,Low Toxicity,High Toxicity,High Toxicity,Low Safety,High Safety,High Toxicity,Low Toxicity,,,,,,Medium Safety,Medium Safety,Medium Toxicity,Low Toxicity,Medium Safety,High Safety,High Safety,Medium Toxicity,CNP0496129.1,Cc1cc(=O)c2c(O)c3c(cc2o1)OC(C)(C)C1OC(=O)C2(CCCC31)OC2CCc1cc(N)nc2c1CCc1c-2cc(Cn2cc3cc[nH]c3c2)nc1N
High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,Low Safety,Low Toxicity,Medium Safety,Medium Safety,High Safety,High Safety,Low Safety,Low Toxicity,High Safety,Low Toxicity,Low Toxicity,High Toxicity,High Toxicity,Low Safety,High Safety,High Toxicity,High Safety,,,,,,Low Safety,High Safety,Low Toxicity,Low Safety,Low Toxicity,High Safety,High Safety,Medium Toxicity,CNP0497568.1,CC1C2C(C=C3C4CCC5Cc6nc7c(nc6CC5(C)C4CC(O)C32C)CC2CCC3C(CC(=O)C34CC3OC5(CCC(C)(C)O5)C(C)C3C4(C)O)C2(C)C7)OC12CC(C)(CO)CO2
